round_number,unit_id,unit_text,theme,code,scope,start_offset,end_offset,quote,adjudication_status,note,resolved_by,updated_at
1,e00c38ec-0c24-4ca1-b8bf-9228303ec39a::1,This account needs to be suspended because they are saying offensive and hateful words. Multiple sentences of offensive speech were used.,Patterns of behavior,Consistent offensive behavior,span,88,137,Multiple sentences of offensive speech were used.,resolved,,subham,Mon Sep 07 2026 21:01:13 GMT+0000 (Coordinated Universal Time)
1,e085b63a-4193-4860-a0ed-50cab0931043::1,constant use of slurs and threats,Type of offensiveness,Hate speech and offensive language,span,0,21,constant use of slurs,resolved,,subham,Wed Sep 09 2026 21:38:25 GMT+0000 (Coordinated Universal Time)
1,e085b63a-4193-4860-a0ed-50cab0931043::1,constant use of slurs and threats,Type of offensiveness,Threats of violence,span,26,33,threats,resolved,,subham,Wed Sep 09 2026 21:38:25 GMT+0000 (Coordinated Universal Time)
1,e085b63a-4193-4860-a0ed-50cab0931043::2,use of slurs and threats,Type of offensiveness,Threats of violence,unit,,,,resolved,,subham,Mon Sep 07 2026 21:03:54 GMT+0000 (Coordinated Universal Time)
1,e085b63a-4193-4860-a0ed-50cab0931043::2,use of slurs and threats,Type of offensiveness,Hate speech and offensive language,span,0,24,use of slurs and threats,resolved,,subham,Mon Sep 07 2026 21:03:54 GMT+0000 (Coordinated Universal Time)
1,e085b63a-4193-4860-a0ed-50cab0931043::3,use of slurs and threats,Type of offensiveness,Hate speech and offensive language,span,0,24,use of slurs and threats,resolved,,subham,Mon Sep 07 2026 21:06:19 GMT+0000 (Coordinated Universal Time)
1,e1155a7e-7ace-4083-adcf-27d2ae8bdd4c::1,this person is using derogatory and demeaning phrases which is never okay. any sort of death threats should not be taking lightly no matter what's the case.,Type of offensiveness,Threats of violence,unit,,,,resolved,,subham,Mon Sep 07 2026 21:04:03 GMT+0000 (Coordinated Universal Time)
1,e1155a7e-7ace-4083-adcf-27d2ae8bdd4c::1,this person is using derogatory and demeaning phrases which is never okay. any sort of death threats should not be taking lightly no matter what's the case.,Type of offensiveness,Hate speech and offensive language,span,15,53,using derogatory and demeaning phrases,resolved,,subham,Mon Sep 07 2026 21:04:03 GMT+0000 (Coordinated Universal Time)
1,e1155a7e-7ace-4083-adcf-27d2ae8bdd4c::1,this person is using derogatory and demeaning phrases which is never okay. any sort of death threats should not be taking lightly no matter what's the case.,Type of offensiveness,Death wish,span,75,156,any sort of death threats should not be taking lightly no matter what's the case.,resolved,,subham,Mon Sep 07 2026 21:04:03 GMT+0000 (Coordinated Universal Time)
1,e1155a7e-7ace-4083-adcf-27d2ae8bdd4c::3,clear racism and family death threats and name calling. all things that should be considered being banned from any social media platforms and looked into for therapy.,Type of offensiveness,Hate speech and offensive language,span,0,12,clear racism,resolved,,subham,Mon Sep 07 2026 21:02:45 GMT+0000 (Coordinated Universal Time)
1,e1155a7e-7ace-4083-adcf-27d2ae8bdd4c::3,clear racism and family death threats and name calling. all things that should be considered being banned from any social media platforms and looked into for therapy.,Type of offensiveness,Threats of violence,span,17,54,family death threats and name calling,resolved,,subham,Mon Sep 07 2026 21:02:45 GMT+0000 (Coordinated Universal Time)
1,e1155a7e-7ace-4083-adcf-27d2ae8bdd4c::3,clear racism and family death threats and name calling. all things that should be considered being banned from any social media platforms and looked into for therapy.,Type of offensiveness,Death wish,span,24,36,death threat,resolved,,subham,Mon Sep 07 2026 21:02:45 GMT+0000 (Coordinated Universal Time)
1,e1155a7e-7ace-4083-adcf-27d2ae8bdd4c::5,He/she are just projecting their own views and not bashing or using vulgar language in the process or threatening anyone.,Positive content,Personal opinions and thoughts,span,0,121,He/she are just projecting their own views and not bashing or using vulgar language in the process or threatening anyone.,resolved,,subham,Mon Sep 07 2026 20:49:56 GMT+0000 (Coordinated Universal Time)
1,e12acac9-85cf-4d27-8cfe-574a2ebf661e::5,that was appreciative statement rather,,positive content,span,0,38,that was appreciative statement rather,resolved,,subham,Mon Sep 07 2026 21:04:11 GMT+0000 (Coordinated Universal Time)
1,e2c9b5b5-faf2-468c-9b31-f5f0444d460c::1,Pattern of continuous insults and wishing death on animals.,Patterns of behavior,Consistent offensive behavior,span,0,59,Pattern of continuous insults and wishing death on animals.,resolved,,subham,Wed Sep 09 2026 21:40:07 GMT+0000 (Coordinated Universal Time)
1,e2c9b5b5-faf2-468c-9b31-f5f0444d460c::1,Pattern of continuous insults and wishing death on animals.,Type of offensiveness,insult,span,22,29,insults,resolved,,subham,Wed Sep 09 2026 21:40:07 GMT+0000 (Coordinated Universal Time)
1,e2c9b5b5-faf2-468c-9b31-f5f0444d460c::1,Pattern of continuous insults and wishing death on animals.,Type of offensiveness,Death wish,span,34,59,wishing death on animals.,resolved,,subham,Wed Sep 09 2026 21:40:07 GMT+0000 (Coordinated Universal Time)
1,e2fa081b-c814-43a8-8f96-e17d35139c28::5,"This person seems genuine and normal. Didn't go all the way through too many messages, but they seemed consistently reasonable.",Patterns of behavior,Normal behavior,span,0,37,This person seems genuine and normal.,resolved,,subham,Mon Sep 07 2026 21:04:43 GMT+0000 (Coordinated Universal Time)
1,e2fa081b-c814-43a8-8f96-e17d35139c28::5,"This person seems genuine and normal. Didn't go all the way through too many messages, but they seemed consistently reasonable.",Type of offensiveness,No offensive content,span,38,127,"Didn't go all the way through too many messages, but they seemed consistently reasonable.",resolved,,subham,Mon Sep 07 2026 21:04:43 GMT+0000 (Coordinated Universal Time)
1,e333043d-2079-4f68-aab0-a60fa33898ff::2,"User posted a lot of violent and homophobic comments, talked about killing people a lot, and made offensive statements about women.",Type of offensiveness,Threats of violence,span,14,28,lot of violent,resolved,,subham,Mon Sep 07 2026 21:00:33 GMT+0000 (Coordinated Universal Time)
1,e333043d-2079-4f68-aab0-a60fa33898ff::2,"User posted a lot of violent and homophobic comments, talked about killing people a lot, and made offensive statements about women.",Type of offensiveness,Hate speech and offensive language,span,33,52,homophobic comments,resolved,,subham,Mon Sep 07 2026 21:00:33 GMT+0000 (Coordinated Universal Time)
1,e333043d-2079-4f68-aab0-a60fa33898ff::2,"User posted a lot of violent and homophobic comments, talked about killing people a lot, and made offensive statements about women.",Type of offensiveness,Threats of violence,span,54,88,"talked about killing people a lot,",resolved,,subham,Mon Sep 07 2026 21:00:33 GMT+0000 (Coordinated Universal Time)
1,e333043d-2079-4f68-aab0-a60fa33898ff::2,"User posted a lot of violent and homophobic comments, talked about killing people a lot, and made offensive statements about women.",Type of offensiveness,Hate speech and offensive language,span,89,131,and made offensive statements about women.,resolved,,subham,Mon Sep 07 2026 21:00:33 GMT+0000 (Coordinated Universal Time)
1,e333043d-2079-4f68-aab0-a60fa33898ff::3,"This user posted several offensive comments, and used homophobic slurs multiple times. User also insulted someone's family. User also made racist comments.",Patterns of behavior,Consistent offensive behavior,span,0,44,"This user posted several offensive comments,",resolved,,subham,Mon Sep 07 2026 20:59:40 GMT+0000 (Coordinated Universal Time)
1,e333043d-2079-4f68-aab0-a60fa33898ff::3,"This user posted several offensive comments, and used homophobic slurs multiple times. User also insulted someone's family. User also made racist comments.",Type of offensiveness,Hate speech and offensive language,span,45,86,and used homophobic slurs multiple times.,resolved,,subham,Mon Sep 07 2026 20:59:40 GMT+0000 (Coordinated Universal Time)
1,e333043d-2079-4f68-aab0-a60fa33898ff::3,"This user posted several offensive comments, and used homophobic slurs multiple times. User also insulted someone's family. User also made racist comments.",Type of offensiveness,racial remark,span,87,155,User also insulted someone's family. User also made racist comments.,resolved,,subham,Mon Sep 07 2026 20:59:40 GMT+0000 (Coordinated Universal Time)
1,e45d1b41-f03f-449c-896a-a633ff95402e::1,This was an incredibly easy decision to make since every message posted by the user contained extremely hurtful phrases. They discriminated against someone's sexual preference and also wished death upon other users.,Patterns of behavior,Consistent offensive behavior,span,0,120,This was an incredibly easy decision to make since every message posted by the user contained extremely hurtful phrases.,resolved,,subham,Wed Sep 09 2026 21:41:07 GMT+0000 (Coordinated Universal Time)
1,e45d1b41-f03f-449c-896a-a633ff95402e::1,This was an incredibly easy decision to make since every message posted by the user contained extremely hurtful phrases. They discriminated against someone's sexual preference and also wished death upon other users.,Type of offensiveness,Hate speech and offensive language,span,121,179,They discriminated against someone's sexual preference and,resolved,,subham,Wed Sep 09 2026 21:41:07 GMT+0000 (Coordinated Universal Time)
1,e45d1b41-f03f-449c-896a-a633ff95402e::1,This was an incredibly easy decision to make since every message posted by the user contained extremely hurtful phrases. They discriminated against someone's sexual preference and also wished death upon other users.,Type of offensiveness,Death wish,span,185,215,wished death upon other users.,resolved,,subham,Wed Sep 09 2026 21:41:07 GMT+0000 (Coordinated Universal Time)
1,e4ebb012-15e4-4c20-b68a-77be9761cb21::1,"The first two messages were very harmful, so I felt it was necessary to suspend the account.",Type of offensiveness,Harm other person,span,0,41,"The first two messages were very harmful,",resolved,,subham,Wed Sep 09 2026 21:41:32 GMT+0000 (Coordinated Universal Time)
1,e4ebb012-15e4-4c20-b68a-77be9761cb21::3,"While they did have one post that wasn't offensive, the other ones negated the one.",Patterns of behavior,Majority offesnive,span,52,83,the other ones negated the one.,resolved,,subham,Wed Sep 09 2026 20:53:01 GMT+0000 (Coordinated Universal Time)
1,e5aac9cd-6015-4636-92c1-78d14a5ac996::1,Two messages in a row that have offensive language.,Patterns of behavior,Consistent offensive behavior,unit,,,,resolved,,subham,Wed Sep 09 2026 21:03:27 GMT+0000 (Coordinated Universal Time)
1,e5aac9cd-6015-4636-92c1-78d14a5ac996::1,Two messages in a row that have offensive language.,Type of offensiveness,Hate speech and offensive language,unit,,,,resolved,,subham,Wed Sep 09 2026 21:03:27 GMT+0000 (Coordinated Universal Time)
1,e5aac9cd-6015-4636-92c1-78d14a5ac996::3,They had multiple messages where they were attacking the person they were messaging. The attacks use slurs and words that are just straight up wrong to use in any situation.,Type of offensiveness,Hate speech and offensive language,span,0,83,They had multiple messages where they were attacking the person they were messaging,resolved,,subham,Mon Sep 07 2026 20:46:01 GMT+0000 (Coordinated Universal Time)
1,e5aac9cd-6015-4636-92c1-78d14a5ac996::3,They had multiple messages where they were attacking the person they were messaging. The attacks use slurs and words that are just straight up wrong to use in any situation.,Type of offensiveness,Hate speech and offensive language,span,85,173,The attacks use slurs and words that are just straight up wrong to use in any situation.,resolved,,subham,Mon Sep 07 2026 20:46:01 GMT+0000 (Coordinated Universal Time)
1,e5aac9cd-6015-4636-92c1-78d14a5ac996::4,"There was one message that was offensive, but the rest of them are normal. If there was one more offensive message, I would have chosen to suspend.",Patterns of behavior,One-off offensive,span,0,40,There was one message that was offensive,resolved,,subham,Mon Sep 07 2026 21:07:29 GMT+0000 (Coordinated Universal Time)
1,e5aac9cd-6015-4636-92c1-78d14a5ac996::4,"There was one message that was offensive, but the rest of them are normal. If there was one more offensive message, I would have chosen to suspend.",Patterns of behavior,Normal behavior,span,42,74,but the rest of them are normal.,resolved,,subham,Mon Sep 07 2026 21:07:29 GMT+0000 (Coordinated Universal Time)
1,e5b2be47-24f1-4922-b2a2-35d22ecf9e03::3,"Account 2 used multiple slurs and made racist remarks. Despite some messages being ok, the slurs are grounds for at least suspension.",Type of offensiveness,Hate speech and offensive language,span,0,54,Account 2 used multiple slurs and made racist remarks.,resolved,,subham,Mon Sep 07 2026 20:50:06 GMT+0000 (Coordinated Universal Time)
1,e5b2be47-24f1-4922-b2a2-35d22ecf9e03::3,"Account 2 used multiple slurs and made racist remarks. Despite some messages being ok, the slurs are grounds for at least suspension.",Patterns of behavior,Mix of offensive and non-offensive,span,55,86,"Despite some messages being ok,",resolved,,subham,Mon Sep 07 2026 20:50:06 GMT+0000 (Coordinated Universal Time)
1,e5b2be47-24f1-4922-b2a2-35d22ecf9e03::3,"Account 2 used multiple slurs and made racist remarks. Despite some messages being ok, the slurs are grounds for at least suspension.",Decision outcomes,Consequences beyond suspencion,span,87,133,the slurs are grounds for at least suspension.,resolved,,subham,Mon Sep 07 2026 20:50:06 GMT+0000 (Coordinated Universal Time)
